"TCGA.24.1553.01A"	"TCGA.24.1422.01A"	"TCGA.36.1569.01A"	"TCGA.36.1581.01A"	"TCGA.24.1603.01A"	"TCGA.29.1710.01A"	"TCGA.29.1688.01A"	"TCGA.24.1467.01A"	"TCGA.24.1923.01A"	"TCGA.24.2027.01A"	"TCGA.24.1550.01A"	"TCGA.24.1557.01A"	"TCGA.24.1563.01A"	"TCGA.24.1104.01A"	"TCGA.61.1724.01A"	"TCGA.24.1464.01A"	"TCGA.29.2427.01A"	"TCGA.25.1318.01A"	"TCGA.29.1766.01A"	"TCGA.13.1483.01A"	"TCGA.25.1312.01A"	"TCGA.24.1105.01A"	"TCGA.13.1410.01A"	"TCGA.13.1488.01A"	"TCGA.24.2023.01A"	"TCGA.13.1507.01A"	"TCGA.29.1770.01A"	"TCGA.29.1776.01A"	"TCGA.29.1693.01A"	"TCGA.29.1769.01A"	"TCGA.24.1544.01A"	"TCGA.24.1428.01A"	"TCGA.24.2020.01A"	"TCGA.30.1891.01A"	"TCGA.25.2409.01A"	"TCGA.25.1329.01A"	"TCGA.24.1430.01A"	"TCGA.61.1911.01A"	"TCGA.30.1866.01A"	"TCGA.24.2298.01A"	"TCGA.25.1628.01A"	"TCGA.13.1489.01A"	"TCGA.29.1774.01A"	"TCGA.61.1910.01A"	"TCGA.23.1123.01A"	"TCGA.61.1914.01A"	"TCGA.25.2399.01A"	"TCGA.24.1431.01A"	"TCGA.29.1762.01A"	"TCGA.24.1565.01A"	"TCGA.24.1416.01A"	"TCGA.29.1696.01A"	"TCGA.61.1907.01A"	"TCGA.25.1316.01A"	"TCGA.24.2261.01A"	"TCGA.61.1995.01A"	"TCGA.25.1630.01A"	"TCGA.24.1558.01A"	"TCGA.13.2060.01A"	"TCGA.09.2056.01A"	"TCGA.24.1604.01A"	"TCGA.24.2290.01A"	"TCGA.29.1705.01A"	"TCGA.29.1711.01A"	"TCGA.36.1570.01A"	"TCGA.25.1323.01A"	"TCGA.59.2348.01A"	"TCGA.25.1623.01A"	"TCGA.25.1631.01A"	"TCGA.24.2033.01A"	"TCGA.24.1103.01A"	"TCGA.25.1322.01A"	"TCGA.13.1499.01A"	"TCGA.36.1580.01A"	"TCGA.61.1741.01A"	"TCGA.36.1577.01A"	"TCGA.25.1320.01A"	"TCGA.13.1497.01A"	"TCGA.61.1919.01A"	"TCGA.24.1552.01A"	"TCGA.24.1562.01A"	"TCGA.25.1321.01A"	"TCGA.25.2396.01A"	"TCGA.24.1474.01A"	"TCGA.59.2352.01A"	"TCGA.29.1785.01A"	"TCGA.61.1918.01A"	"TCGA.25.1313.01A"	"TCGA.23.1122.01A"	"TCGA.25.1635.01A"	"TCGA.25.1319.01A"	"TCGA.24.1435.01A"	"TCGA.13.1511.01A"	"TCGA.13.1492.01A"	"TCGA.25.2404.01A"	"TCGA.24.2288.01A"	"TCGA.24.2267.01A"	"TCGA.29.1768.01A"	"TCGA.13.1404.01A"	"TCGA.25.2400.01A"	"TCGA.36.1571.01A"	"TCGA.24.2289.01A"	"TCGA.29.1697.01A"	"TCGA.59.2351.01A"	"TCGA.24.1551.01A"	"TCGA.61.1900.01A"	"TCGA.13.1485.01A"	"TCGA.29.1763.01A"	"TCGA.36.1576.01A"	"TCGA.61.2008.01A"	"TCGA.29.2414.01A"	"TCGA.29.1690.01A"	"TCGA.24.2024.01A"	"TCGA.61.2088.01A"	"TCGA.29.1777.01A"	"TCGA.13.1501.01A"	"TCGA.13.1495.01A"	"TCGA.13.1487.01A"	"TCGA.13.1409.01A"
"NAPG"	-0.3014	0.5192	-0.2238	0.0847	-0.0206	-0.01539	-0.01995	0.647	-0.159	-0.0574	-0.499	-0.0395	-0.286	0.133	0.6732	-0.2888	-0.0681	0.3262	0.0402	-0.0341	-0.1348	-0.0972	0.0544	0.021	-0.225	-0.0358	-0.3178	0.362	0.2331	-0.0772	-0.2768	0.264	0.0222	-0.1308	-0.110105	-0.1128	0.09555	0.1354	0.861	-0.0362	-0.4099	0.3571	0.184	-0.2108	0.318	0.64	0.2482	-0.3188	-0.2104	0.0508	-0.3148	0.0932	0.2321	-0.241	-0.2628	-0.0534	-0.0528	0.2632	0.1202	0.2662	-0.0127	0.00135	-0.0631	0.6422	0.2182	-0.0369	-0.0572	-0.0534	0.1292	-0.1998	0.4161	-0.0438	-0.17	-0.0647	-0.6944	0.3462	-0.314	-0.2508	-0.113	0.24	-0.7309	0.428	0.0195	-0.1678	-0.1128	0.646	0.1002	0.0756	0.0851	-0.0442	0.463	0.01845	0.3042	0.1042	-0.12035	0.324	-0.266	0.1656	0.1742	-0.0119	0.3432	0.4271	-0.2069	-0.2568	-0.32	0.0744	-0.1398	-0.2824	-0.121	-0.2479	-0.253	-0.0398	0.6096	-0.2708	0.0849	0.1072	-0.14	-3e-04	-0.3288
"TFRC"	-1.31025	-1.0085	-0.7545	0.678	-0.223	0.0505	1.60475	0.445	-0.984	0.933	0.5	-0.4455	0.973	-0.239	0.9895	-0.1462	-0.2715	0.1945	-0.2485	0.5405	-0.2005	0.856	-0.032	-0.256	0.244	0.2715	-0.6615	-0.488	0.74875	0.3085	-0.6095	-0.0351	0.419	-0.3605	-0.2558	-0.4595	0.50675	-0.04325	-0.546	1.4295	-0.63175	0.08375	-0.241	-0.004	-1.41	0.405	0.6035	1.0795	-0.15125	-1.3205	-1.0705	-0.2265	-0.02925	-0.862	0.6265	0.95775	-1.03	0.7555	0.5385	0.0475	-0.219	1.62475	0.8805	-1.0245	0.4215	0.5205	-0.3655	0.68425	0.5415	0.8565	1.37975	-0.0895	-0.906	-0.3095	-0.11625	1.0295	-0.658	1.9595	-0.238	-0.0896	0.88575	-0.905	0.4035	0.1035	-0.8655	-0.871	-0.4765	-0.6945	0.5605	0.0718	-0.552	-0.53625	0.8055	2.3795	-0.3938	0.485	-0.455	-0.57075	1.8995	-0.406	-0.2235	0.70575	0.40925	-0.3755	0.11	0.362	-0.2065	-0.63075	1.52	-0.44775	-0.951	-0.3295	0.008	-0.7315	0.497	0.4485	0.195	-0.2845	-1.8705
"CPNE1"	0.51825	0.2735	-0.0452	0.257	0.121	0.0306	-0.69175	-0.379	0.482	-0.267	1.26	0.1785	-0.0554	-0.923	-0.1145	-0.2145	-0.3305	0.3605	-0.4915	-0.5545	0.2805	-0.044	0.6055	-0.0582	0.143	0.2075	-0.0368	0.0567	-0.69875	0.2685	0.6885	-0.289	0.245	0.4405	-0.0881	1.0935	-0.06325	-0.31825	-0.0313	-0.1765	0.1263	-0.00295	0.827	-0.2675	0.253	0.735	-0.5005	-0.2325	0.11725	0.2485	-0.6635	0.1605	0.0203	0.128	0.3565	-0.36725	-0.0647	-0.0311	-0.1405	-0.0782	-0.1	-0.54575	-0.2855	-0.9565	-0.8145	0.5595	0.0704	0.82925	0.2305	0.3075	0.45025	0.5015	0.346	0.1845	2.40175	0.8135	0.0698	-0.0834	-0.156	-1.04	0.05085	0.777	0.003	0.1265	0.6075	0.344	-1.0465	-0.0721	-0.1065	-0.242	-0.547	0.009755	-0.5465	1.0015	-0.41975	-0.362	-0.657	0.098875	-0.5625	0.0181	0.4035	-0.58225	0.0933	0.1515	-0.164	0.604	-1.9665	0.33275	0.487	0.0944	0.544	-0.5845	-0.24395	0.4865	0.0323	0.4025	-0.86	0.2655	0.7905
"SEC22B"	-0.377925	-0.17845	-0.36085	2.66	0.00542	0.12915	-0.319325	0.137	-0.226	-0.0838	0.676	-0.15065	-0.324	0.052	0.14515	-0.43685	0.13615	-0.13005	-0.32185	-0.31385	-0.16945	-0.686	-0.08685	-0.317	-0.31	-0.11305	0.00915	-0.434	0.108075	-0.17535	-0.11655	-0.586	0.542	-0.12115	-0.299725	-0.24975	-0.192675	-0.046925	-0.289	-0.29655	-0.108575	0.081575	-0.406	-0.76885	-0.621	0.104	-0.25945	0.20215	-0.111825	-0.58385	-0.35985	-0.57285	-0.195875	-0.417	-0.44785	-0.348425	-0.0257	-0.37585	-0.25345	-0.25435	-0.498	-0.220625	-0.56985	-0.10385	-0.09385	-0.07085	-0.21575	-0.734425	-0.41385	-0.08085	-0.319925	-0.40985	0.232	-0.26435	-0.254425	-0.37385	-0.124	0.15715	0.529	-0.214	-0.188775	0.777	-0.52985	-0.48285	0.19215	0.0393	-0.18135	0.09915	-0.04285	-0.0308	-0.295	0.322575	0.29915	-0.08185	-0.245925	0.26	-0.16	-0.047075	-0.42385	0.132	-0.23485	-0.288275	-0.241625	-0.00285	-0.468	-0.128	-0.24645	-0.108925	0.294	-0.295925	0.094	-0.84485	-0.384425	-0.22425	0.165	-0.10945	-0.242	0.06415	-0.41685
"IDH2"	-0.3561	-0.6042	-0.7752	0.989	-0.962	-0.6812	0.6549	0.124	-0.848	-0.28	0.275	0.3118	-0.574	0.167	-0.4102	-0.7782	0.5238	-0.2273	-0.3132	0.1958	-0.2131	-0.281	-0.5092	-0.733	0.239	-0.2824	-0.6832	-0.317	-1.2291	0.3188	0.5568	0.663	0.703	-0.7052	0.3254	-0.5792	-0.10355	0.4264	-0.206	0.3818	-0.0762	0.8359	-0.511	0.2998	1.22	-0.167	-0.4792	-0.3712	-0.5561	0.4758	0.3288	-0.0422	-0.0128	-0.706	-0.2363	-0.25785	-0.305	-0.1005	0.7088	-0.1665	-0.36	-0.04725	-0.0382	-0.9272	0.1588	-0.9072	-0.8492	-0.2147	-0.7052	0.2878	0.7664	-0.6032	0.175	-0.5012	-0.3931	0.0338	-1.06	0.3718	-0.437	-1.35	-0.3556	0.739	-0.6212	0.7748	-0.1123	-0.952	0.3628	0.8088	0.0778	0.249	-0.235	-0.4851	0.6418	0.1118	-0.43895	0.425	-0.152	-0.8411	0.5588	-0.854	0.6868	0.9749	0.2894	-0.5902	-0.294	-0.427	-0.2962	-0.5406	-0.0376	-0.4036	-1.22	-1.0472	-0.25715	-0.0562	-0.477	0.1688	-0.444	-0.6062	-1.0062
"BLMH"	0.179025	-0.10085	0.47245	0.427	-0.298	-0.12455	-0.260975	0.103	-0.0629	-0.498	0.188	-0.04815	0.207	-0.508	-0.09525	-0.05565	0.19945	-0.68455	0.52845	-0.17255	-0.01855	0.174	0.23445	0.0734	-0.55	-0.78255	0.13945	-0.0854	-0.576775	-0.17755	0.57645	-0.683	-0.485	0.26645	-0.495275	0.15645	0.054325	-0.017775	-0.181	0.27345	-0.013775	-0.229775	0.242	-0.26155	0.563	-0.827	-0.18055	-0.64055	0.106525	0.03415	-0.38155	-0.46355	0.531725	0.308	0.06205	-0.030575	-0.0695	-0.07175	0.42045	0.40645	-0.384	-0.242275	-0.00468	0.67545	-0.11855	0.28945	0.00795	-0.098775	-0.00842	-0.34055	-0.286275	-0.07295	0.215	0.13645	0.441225	-0.38555	0.334	-0.58455	0.0228	-0.363	-0.633775	0.275	0.36445	0.24845	0.66145	-0.319	-0.20155	0.17445	0.01535	0.466	0.839	-0.054775	-0.27255	-0.62955	-0.116675	0.0672	-0.237	0.347725	0.10745	0.62	0.71445	0.042725	0.158125	0.43445	0.0455	-0.222	-0.09115	-0.154775	0.476	-0.027675	0.218	0.08015	-0.550275	0.31545	0.0438	-0.39055	-0.0016	0.01615	-0.52055
"CCAR2"	-0.32525	-0.3555	6e-04	0.342	0.398	-0.1845	0.32075	-0.0157	0.626	0.22	-0.254	0.3735	-0.227	-0.435	-0.1225	-0.0021	0.1225	-0.4125	-0.2195	-0.2315	0.0795	-0.0822	-0.2065	-0.223	-0.129	0.3315	-0.02491	0.0521	-0.22875	0.3485	-0.2675	-0.244	0.559	-0.1206	0.14425	0.6425	0.11185	0.19675	0.439	0.1835	0.37725	0.14675	0.853	0.3035	0.335	-0.338	-0.4875	-0.5355	5e-04	0.5335	0.1905	0.3785	-0.30225	0.502	-0.3935	0.39875	0.223	-0.4385	0.1015	-0.1214	-0.454	-0.1577	0.0073	-0.0653	-0.2795	0.0322	-0.2385	-0.60125	-0.0728	0.0533	-0.16375	-0.0062	0.441	-0.3575	0.18475	-0.0327	0.0675	0.2075	-0.514	0.0785	0.19025	-0.243	-0.02009	-0.3615	-0.2385	0.634	-0.0078	-0.3415	0.2985	-0.176	-0.473	-0.23795	0.1595	0.6485	-0.031	-0.231	-0.533	-0.22375	-0.2575	-0.0204	0.3015	-0.021605	-0.0784	0.0578	-0.242	-0.0358	0.5455	0.40125	0.107	0.0907	0.405	-0.0584	-0.0043	0.1945	-0.385	-0.2655	-0.319	-0.4355	0.9055
"PSPC1"	0.0334075	-0.019385	-0.444985	-0.654	-0.0393	-0.804985	-0.0396425	0.0844	0.101	0.363	-0.0774	0.415015	-0.231	-0.412	0.351015	0.367015	-0.329985	-0.127985	0.257015	-0.309985	0.459015	0.187	0.067085	0.291	0.163	0.365015	-0.803985	0.216	0.2070075	-0.032585	-0.451985	0.146	-0.178	-0.616985	-0.3489925	-0.089985	-0.2069925	0.1373075	0.993	0.301015	0.0083675	-0.4579925	0.501	0.771015	0.919	-0.0716	-0.208985	0.798015	0.2014075	0.006515	0.064795	0.059455	0.0458225	0.527	-0.499985	0.3910075	0.0365	0.075915	0.160115	0.170015	-0.299	-0.6774925	-0.009285	0.105315	0.086915	0.482015	-0.281985	-0.0324925	0.178015	0.429015	0.0405375	0.239015	0.538	0.020615	1.7565075	0.025315	0.271	0.816015	0.0566	0.698	0.3010075	0.693	0.262015	0.235015	0.503015	0.918	0.307015	0.153015	-0.078985	-0.153	-0.405	-0.3154925	-0.035185	0.545015	-0.0456925	-0.131	-0.317	-0.6794925	-0.276985	-0.321	0.766015	0.0031575	0.2750075	0.442015	-0.65	0.0462	-0.244985	-0.3189925	-0.0785	0.1979575	-0.576	-0.164985	-0.3004925	0.455015	-0.898	-0.251985	0.158	0.650015	0.486015
"GPI"	0.44065	-0.1357	-0.3187	-0.699	0.803	0.224	0.22805	0.0473	0.042	-0.393	0.39	0.1894	-0.463	0.486	0.4493	-0.5007	-0.1417	0.5833	-0.2157	-0.2957	-0.1717	0.563	0.4453	-0.173	0.482	0.111	0.0935	-0.271	0.28528	-0.5307	1.1093	0.425	-0.857	0.4443	-0.08085	0.6363	-0.30635	0.25665	0.173	0.2933	-0.16135	-0.33535	-0.178	0.3943	-1.13	0.216	-0.3587	0.9823	0.61915	-0.5127	0.095	0.2703	-0.61035	-0.682	0.6903	0.61415	0.249	-0.1437	-0.8067	-0.1987	0.0713	0.37855	0.7673	-0.1007	-0.0157	0.4713	0.3023	1.38515	0.5633	0.143	0.36165	0.2763	-0.618	-0.2127	0.36465	-0.4257	0.973	0.5103	-0.424	1.35	0.73115	0.678	-0.3347	-0.4117	-0.7047	-0.557	0.0043	-0.2337	0.1895	-0.0736	0.108	-0.12135	0.8013	0.3833	-0.65235	0.324	0.7	0.32015	-0.4847	-0.704	0.2166	0.2407	1.12015	-0.2707	-0.0346	-0.116	-0.1047	0.29715	-0.488	0.67365	0.00727	-0.4027	-0.0268	-0.7747	1.11	0.2783	0.322	-0.1227	0.2683
"DLAT"	-0.22435	0.1453	0.1683	-0.282	0.253	-0.7357	-0.51085	0.362	-0.356	0.596	-0.0156	0.2953	0.388	0.126	-0.1957	0.1593	-0.1684	0.2953	-0.7587	-0.3347	0.1373	0.951	-0.1725	-0.298	0.214	0.2603	-0.5147	0.134	0.48915	0.0118	-0.1221	0.692	-0.13	0.3973	0.62365	-0.5727	-0.43835	-0.45835	0.342	0.5943	-0.31085	0.94265	0.207	-0.17	0.267	-0.162	0.1073	0.5423	-0.23395	0.6823	0.3983	0.3263	0.50765	-0.264	-0.5627	-0.23535	0.221	-0.2517	-0.1459	-0.3677	0.551	-0.18465	-0.2517	-0.4147	0.7053	-0.3207	-0.9027	0.19265	0.4363	0.4843	0.41615	-0.2687	-0.301	-0.5757	-0.28035	0.3133	-0.936	0.6843	-0.368	0.291	-0.64585	0.0278	0.2213	0.2603	-0.2577	-0.0638	0.3743	-0.4767	-0.8857	-0.273	-0.107	-0.0414	-0.0368	-0.6717	-0.08985	0.301	-0.222	-0.63985	0.2743	-0.159	-0.4527	0.58615	0.15565	-1.0157	0.106	0.0515	0.0973	0.60415	-0.0782	0.60365	-1.07	-0.1008	-0.1103	0.4383	-0.445	0.1063	-0.317	0.0953	-0.7607
"CNP"	-0.44961	0.00118	0.49778	0.426	-0.341	0.15278	-0.16211	0.204	0.279	0.789	-0.121	0.23578	0.075	-0.169	-0.93922	0.61078	0.01798	0.40478	0.53378	0.07328	-0.25222	0.523	0.28878	0.0292	-0.515	0.49178	0.17978	0.367	-0.17216	-0.00972	-0.18322	-0.0218	0.0782	-0.18522	-0.16261	-0.03412	0.17389	-0.04096	0.0265	0.30678	0.32439	-0.23611	0.157	-0.19122	-0.131	0.275	0.17278	-0.49522	-0.26611	0.24778	-0.25322	-0.25922	-0.16161	0.376	-0.29022	-0.33361	0.0566	0.22878	-0.09422	0.47478	0.241	-0.13976	0.28578	-0.02902	-0.27522	0.09548	0.29578	0.29989	0.14878	-0.16422	0.53939	0.36978	0.294	0.12438	0.34989	0.20578	0.315	-0.54322	-0.0897	0.0225	-0.21511	0.479	0.12758	0.20078	0.47578	0.157	-0.55922	0.75078	0.02508	0.0398	0.517	-0.01611	-0.36222	0.13428	0.37939	-0.0661	0.133	0.40764	-0.15722	0.143	0.42778	0.24939	0.18889	-0.36122	-0.0329	0.833	0.07988	0.24189	0.0196	0.04389	0.266	0.11138	-0.00495	0.46678	-0.185	0.16478	-0.103	-0.30322	-0.03872
"PPME1"	0.08035	0.0227	-0.5094	-0.35	0.164	-0.0404	0.0063	-0.124	-0.389	0.799	0.301	0.4216	-0.0113	0.139	-0.2274	0.0189	-0.3394	-0.2464	0.1129	0.3516	0.3106	0.0656	-0.2364	-0.0215	0.186	-0.0744	-0.1964	0.122	0.16185	0.1896	-0.1094	0.213	0.11	0.2126	-0.0162	-0.3204	0.0972	0.1225	0.332	0.1355	0.10125	0.7213	0.125	-0.2974	-0.813	-0.281	-0.0704	0.3826	0.3093	0.4356	0.2876	0.0224	0.1888	0.215	-0.0974	0.2403	-0.33	0.4176	0.2676	-0.1884	0.519	0.11135	-0.2114	0.1675	0.2356	0.3086	0.4106	-0.3932	0.5316	0.0158	0.6113	0.07887	-0.155	0.1956	0.3053	0.3586	-0.255	0.8766	0.29	0.125	0.06975	0.117	0.0935	0.4736	-0.1614	0.257	0.1255	-0.1814	-0.0374	0.103	0.569	-0.4587	0.1404	0.2226	-0.03775	-0.293	-0.0145	0.0193	-0.0634	-0.133	-0.4644	0.3323	0.4883	0.0528	0.161	0.508	0.1251	0.0523	-0.123	0.06675	-0.116	-0.0474	-0.03205	0.0339	-0.031	0.1553	-0.194	0.2836	-0.1464
"FSCN1"	0.5029	0.4388	-0.2173	0.106	-0.599	0.1008	-0.4431	-0.544	0.554	0.198	0.0335	-0.4142	-0.109	-0.341	-0.3262	-0.6332	-0.0741	-0.2368	0.4238	0.3368	0.1548	0.43	-0.0262	-0.568	-0.263	-0.5292	0.2908	-0.0481	-0.0376	-0.2712	0.4268	-1.45	-1.66	0.3968	-0.0476	-0.0422	0.2609	-0.9816	-0.382	-0.5702	0.4994	-0.4151	0.565	-1.2702	0.518	-0.739	-0.5592	-0.6462	0.00831	-0.3962	-0.193	-0.4672	-0.9266	0.133	-0.5882	-0.4776	0.0659	-0.1912	-0.5852	-0.2499	0.204	-1.0271	0.2908	-0.4452	-0.4812	0.2998	0.0568	0.3834	0.3228	0.5988	-0.8206	0.1078	0.77	0.4028	-0.1631	0.7778	0.878	0.2438	0.849	-0.681	-0.282367	0.46	-0.6102	-0.8382	0.2348	-0.0155	-0.3532	0.0748	0.0298	-0.126	0.211	0.5629	-0.5882	0.4478	0.5209	-0.449	-0.298	0.8839	-0.169666	0.0284	0.0508	0.3334	0.2174	-0.2882	0.0985	-0.0939	0.3188	0.2359	0.983	-0.4431	0.257	0.0488	0.3244	0.5728	-0.0517	0.3168	0.922	0.0918	1.2298
"ADPRHL2"	-0.0568	-0.2942	-0.182	-0.294	0.239	0.0658	-0.2306	0.159	0.113	-0.627	-0.16	-0.1848	-0.0824	0.0644	0.4178	-0.0479	-0.1224	-0.2402	-0.0148	-0.08595	0.1018	-0.568	0.0748	-0.0418	-0.299	0.0878	-0.132	0.25	-0.1596	-0.2712	0.2728	-0.246	-0.702	-0.2702	0.2794	0.0488	-0.3531	-0.014845	-0.0889	0.1398	-0.137395	-0.3176	-0.397	0.7258	0.937	0.138	-0.2562	-0.0723	-0.13575	-0.1211	-0.1882	-0.0434	0.4974	-0.156	-0.1737	-0.0972	-0.544	0.3178	1.6798	-0.6112	-0.0677	0.4374	-0.2842	0.1818	-0.2022	-0.3442	-0.2422	-0.3306	-0.6422	-0.09366	-0.3656	-0.2252	-0.313	-0.1819	-0.00655	0.1688	-0.0676	0.0788	-0.364	-0.176	-0.11075	-0.0846	-0.4672	-0.3682	-0.3332	-0.601	0.6858	0.1868	-0.6152	-0.0757	0.38	0.1774	-0.1111	-0.2642	-0.3976	-0.422	0.0628	0.8214	0.1628	1.43	-0.2252	-0.21725	0.4239	-0.1619	-0.456	-0.195	-0.2782	-0.2387	-0.449	-0.211515	-0.298	-0.4672	-0.4271	0.3808	-0.105	-0.1893	-0.334	-0.6692	-0.08674
"POR"	0.1651425	0.063585	-0.362115	0.04	0.0927	-0.123115	-0.2355575	0.408	-0.239	0.165	0.312	0.468885	-0.218	0.282	0.282885	-0.351115	-0.038115	0.045085	-0.519115	-0.000215	0.153085	-0.251	0.105185	-0.271	0.246	0.241885	-0.135115	-0.912	-0.6420575	0.332885	-0.288115	-0.0815	-0.377	0.256885	0.2514425	-0.143115	-0.0945575	0.0182425	0.0677	0.681885	-0.1540575	0.4669425	-0.0732	-0.416115	-0.251	0.176	0.210885	0.833885	0.4209425	-0.122115	0.131885	0.107085	-0.9725575	-0.539	0.076195	-0.0480575	-0.536	1.244885	0.071125	0.013485	0.203	0.7309425	0.109685	0.537885	-0.472115	-0.306115	-0.260115	0.1513925	0.159185	-0.040115	0.8969425	0.280885	-0.424	-0.048115	-0.2820575	-0.104115	-0.148	0.663885	-0.025	-0.239	0.1545925	-0.172	-0.356115	-0.292115	-0.278115	-0.721	0.266885	0.501885	0.175885	-0.316	-0.33	0.3479425	0.655885	0.580885	-0.1038575	-0.728	-0.00213	0.0249425	-0.109115	0.294	-0.640115	-0.048311	0.5539425	-0.188115	-0.356	0.363	0.126085	-0.3505575	-0.389	0.0684925	-0.55	-0.259115	-0.0747225	0.295885	0.102	-0.102115	-0.0439	-0.183115	-0.387115
"AK3"	-0.10545	0.0344	-0.5015	-0.299	0.00968	-0.4155	-0.24875	-0.268	0.228	-0.45	-1.01	0.1675	-0.0457	0.313	0.3505	-0.3845	-0.05786	0.1425	-0.7935	-0.1497	-0.2545	-0.898	-0.6335	0.41	-0.265	0.9505	-0.4185	0.248	-1.14975	0.4445	1.5005	-0.00166	0.337	-0.3145	0.25425	0.6385	-0.22125	-0.51475	0.266	-0.0479	-0.041465	0.87975	-0.064	-0.9595	-0.407	-0.0982	-0.8705	-0.2185	0.23875	0.6815	-0.3215	0.0183	-0.32125	-0.193	-0.0095	-0.07745	0.661	-0.9615	0.1825	0.2845	-0.16	0.59975	-0.2545	0.7035	0.3225	-0.4225	0.4125	-0.15665	0.3325	-0.133	-0.04692	0.2295	0.0936	-0.3735	0.049455	-0.3225	-0.123	0.0845	0.211	0.226	0.26675	-0.306	0.2165	-0.2345	-0.2285	0.331	-0.6955	-0.5775	-0.3925	-0.116	0.253	0.35375	-0.1865	0.2885	0.06655	0.09	0.672	0.00175	0.1665	-0.319	-0.7815	-0.69825	-0.0426	-0.1231	0.081	-0.43	0.2225	0.40275	-0.32	-0.42825	0.28	0.1165	-0.95225	0.7855	-0.206	-0.1915	0.105	-0.0826	-0.9955
"CUL2"	-0.1577975	-0.022895	0.129105	0.72	0.0721	0.139605	-0.0050475	-0.142	-0.123	0.0138	0.0563	0.196105	0.0803	0.295	0.356105	0.014105	0.189205	0.369105	0.553105	0.081105	0.343105	-0.0506	0.247105	-0.0975	0.0469	0.354105	0.030405	0.203	0.5240525	0.278105	0.175705	0.0412	-0.781	-0.057895	-0.0324975	-0.064895	0.1321025	0.1289525	0.255	0.662105	0.1596025	-0.1021475	0.0638	-0.231895	0.0854	0.142	-0.179895	0.218105	-0.0685975	0.077305	-0.077895	-0.077895	-0.0539475	0.164	0.372105	0.1955525	-0.0161	0.876105	0.392105	0.024405	-0.144	-0.0057475	-0.007895	0.590105	0.090975	-0.105895	0.249105	0.0642525	0.286105	-0.187895	-0.1311475	0.551105	0.102	0.437105	0.3160525	0.232105	-0.0529	0.450105	0.293	-0.0069	-0.1107475	0.119	0.030605	0.242105	0.269105	-0.184	-0.209895	0.182705	-0.082895	0.0463	-0.0263	-0.2384475	0.005905	0.417105	-0.0702475	0.74	0.0205	0.4725525	-0.030895	0.5	0.052605	-0.0449425	-1.2024475	-0.100895	0.249	-0.473	-0.046895	0.5915525	0.0309	0.0928275	-0.117	-0.069895	-0.2814475	0.359105	0.175	0.167305	0.23	0.158805	0.483105
"GPD1L"	-0.251	0.0526	0.448	-0.413	0.12	0.0354	-0.152	-0.201	0.609	-0.48	-0.231	-0.0081	-0.639	0.189	-0.0637	-0.496	-0.385	0.475	-0.328	-0.1309	-0.543	-0.501	0.098	0.943	0.013	0.772	0.346	0.931	-0.6745	-0.519	1.574	-0.79	0.478	1.114	0.2855	-0.05074	-0.538	-0.4255	-0.557	0.382	-0.352	-0.5235	0.0433	0.0434	0.487	-0.24	0.532	1.254	-0.4845	0.342	0.166	0.0155	0.071815	-0.188	-0.353	0.3625	0.597	-0.895	0.222	0.115	0.131	-0.19135	0.089	0.757	-0.233	-0.4	-0.709	-0.097	0.47	0.0444	-0.428	-0.189	-0.664	-0.322	-0.6025	0.188	-0.458	-0.584	-0.78	-0.422	-0.1404	-0.624	0.071	0.984	-0.175	0.0158	0.45	-0.05464	-0.208	-0.381	0.176	-0.257	-0.03835	0.0152	0.034	-0.183	-0.177	-0.3755	-0.387	0.341	-0.403	0.0692	-0.236	-0.498	0.103	1.16	0.175	-0.0027	-0.476	0.1392	0.0262	-0.1192	0.934	0.165	-0.196	0.179	-0.329	-0.262	-0.0304
"EFHD2"	0.11275	0.0055	-0.7815	-0.824	0.511	0.4785	0.0254	0.171	-0.00972	0.208	0.45	-0.1965	0.234	0.692	0.0315	-0.0785	0.1245	-0.6275	-0.5795	0.0555	-0.0045	-0.966	-0.0715	-0.0745	0.442	-0.3467	-0.23	-0.402	-0.68225	0.5585	-0.5715	0.242	1.23	0.4475	0.0886	0.0745	0.16775	-0.16465	-0.18	-0.0745	0.03075	-0.47425	-1.04	-0.9215	0.628	0.266	-0.0365	0.0545	0.09175	-0.3643	0.1095	-0.7375	-0.10785	-0.7	0.2335	0.462	0.861	-0.5735	-0.0275	-0.4365	-0.565	-0.006345	5e-04	0.0885	-0.2084	-0.3578	-0.2484	-0.16175	-0.4145	-0.4165	-0.46275	0.0505	0.174	-0.4455	-0.2647	-1.0755	-0.481	-0.3755	0.353	0.144	0.22225	0.163	-0.5115	-1.1035	-0.3121	-0.272	-0.2249	-0.5015	0.0785	-0.0941	-0.227	-0.472	-0.7075	-0.3855	-0.3262	0.295	0.651	0.37525	-0.1055	0.114	-0.8185	0.0536	-0.60775	-0.3935	-0.0215	-0.514	-0.6975	-0.37925	0.181	-0.2703	0.175	-0.4835	-0.98375	-0.7225	-0.072	-0.2864	0.0931	-0.7665	-0.6725
